OrderID,CustomerID,OrderDate,DeliveryTime(min),TotalOrderValue,ItemsOrdered,DeliveryLocation(Latitude),DeliveryLocation(Longitude),DispatchLocation(Latitude),DispatchLocation(Longitude),DistanceFromRestaurant(KM)
32,Cust032,2023-07-02,8.309974331193153,150,1,19.085047718429017,72.86155352103636,19.0047,72.8415,9.14097176431247
141,Cust141,2023-07-06,7.737294529426788,150,1,19.0673692680115,72.90898839189455,19.0047,72.8415,9.929527979431043
14,Cust014,2023-07-06,5.580847391216618,150,1,19.012851596396324,72.90898274081843,19.0047,72.8415,7.162087485394659
97,Cust097,2023-07-07,12.614855935479794,150,1,19.075910108918265,72.91346919282553,19.0047,72.8415,10.932875144082487
17,Cust017,2023-07-08,4.944031859707188,150,1,19.037389424193247,72.85222123325175,19.0047,72.8415,3.790424425775511
79,Cust079,2023-07-08,12.626898342921333,150,1,19.048258698177683,72.92353514381858,19.0047,72.8415,9.89107036862171
144,Cust144,2023-07-09,6.647187116023331,300,2,19.076338976576977,72.8565889229505,19.0047,72.8415,8.08741099116172
92,Cust092,2023-07-11,8.284942669545552,150,1,19.06927383128692,72.8695222236906,19.0047,72.8415,7.732613158242516
93,Cust093,2023-07-13,4.134802992463513,150,1,19.04004468439695,72.87457361191304,19.0047,72.8415,5.237417123787116
143,Cust143,2023-07-14,13.274281928903696,450,3,19.096806531254558,72.908372064344,19.0047,72.8415,12.38932980031012
171,Cust171,2023-07-15,7.189918466553621,150,1,19.09019519042655,72.84377817845036,19.0047,72.8415,9.466725980962268
21,Cust021,2023-07-17,9.767092614992151,300,2,19.081964742196316,72.86079029568855,19.0047,72.8415,8.790383353492935
78,Cust078,2023-07-17,7.899286649826556,150,1,19.049040820132088,72.91853142122866,19.0047,72.8415,9.479143979791868
128,Cust128,2023-07-19,3.250995818775438,150,1,19.018728088200373,72.87436708121193,19.0047,72.8415,3.792828455238012
108,Cust108,2023-07-21,4.41827201290003,150,1,19.02873278666589,72.87674299728752,19.0047,72.8415,4.5655477466633645
22,Cust022,2023-07-21,10.548918521587508,150,1,19.093034439059075,72.8524487181864,19.0047,72.8415,9.845657286815008
51,Cust051,2023-07-28,6.787893516508388,150,1,19.011141026042026,72.91209336288723,19.0047,72.8415,7.466682868159226
197,Cust197,2023-07-28,5.2921842759574265,150,1,19.011451005841277,72.90814230949356,19.0047,72.8415,7.056245701276569
148,Cust148,2023-07-31,6.034491766193376,150,1,19.06826370551912,72.84381374563408,19.0047,72.8415,7.040240393892272
