OrderID,CustomerID,OrderDate,DeliveryTime(min),TotalOrderValue,ItemsOrdered,DeliveryLocation(Latitude),DeliveryLocation(Longitude),DispatchLocation(Latitude),DispatchLocation(Longitude),DistanceFromRestaurant(KM)
13,Cust013,2023-07-02,7.415527369188568,400,2,19.0621704452847,72.87024891821915,19.0047,72.8415,7.044751000729139
141,Cust141,2023-07-06,7.737294529426788,200,1,19.0673692680115,72.90898839189455,19.0047,72.8415,9.929527979431043
192,Cust192,2023-07-07,3.8165228196456815,400,2,19.026297005810378,72.86049546160224,19.0047,72.8415,3.1168269693773074
97,Cust097,2023-07-07,12.614855935479794,200,1,19.075910108918265,72.91346919282553,19.0047,72.8415,10.932875144082487
72,Cust072,2023-07-08,9.920885896449036,200,1,19.055714436808493,72.93020635348836,19.0047,72.8415,10.91297448609394
45,Cust045,2023-07-10,8.930253376461545,200,1,19.06518486804849,72.86517930171028,19.0047,72.8415,7.144202701169236
177,Cust177,2023-07-10,5.763712155771723,200,1,19.05055994090944,72.88876877558346,19.0047,72.8415,7.108578325451791
23,Cust023,2023-07-12,1.8268415696503164,200,1,19.0109079047818,72.8547256789139,19.0047,72.8415,1.5528153342027688
134,Cust134,2023-07-14,7.72122127264422,200,1,19.02091128380422,72.92159983066854,19.0047,72.8415,8.622030421119378
78,Cust078,2023-07-17,7.899286649826556,200,1,19.049040820132088,72.91853142122866,19.0047,72.8415,9.479143979791868
163,Cust163,2023-07-18,8.298982781469974,200,1,19.038606323519776,72.91619951103075,19.0047,72.8415,8.713931920543471
55,Cust055,2023-07-19,7.745644692827299,200,1,19.01354946504382,72.897129072062,19.0047,72.8415,5.938327597834263
128,Cust128,2023-07-19,3.250995818775438,400,2,19.018728088200373,72.87436708121193,19.0047,72.8415,3.792828455238012
63,Cust063,2023-07-20,9.068984264962827,400,2,19.0682080459758,72.92780459105283,19.0047,72.8415,11.487380068952916
189,Cust189,2023-07-20,16.231666023747046,200,1,19.098400002538035,72.92398712170873,19.0047,72.8415,13.526388353122536
131,Cust131,2023-07-21,12.342341993778202,200,1,19.08460459320707,72.89864823629254,19.0047,72.8415,10.696696394607777
111,Cust111,2023-07-22,10.063723658669998,400,2,19.072801510915703,72.90721650359289,19.0047,72.8415,10.231452386314498
174,Cust174,2023-07-27,6.082193671926324,200,1,19.02095266300275,72.8865065638146,19.0047,72.8415,5.06849472660527
51,Cust051,2023-07-28,6.787893516508388,200,1,19.011141026042026,72.91209336288723,19.0047,72.8415,7.466682868159226
197,Cust197,2023-07-28,5.2921842759574265,200,1,19.011451005841277,72.90814230949356,19.0047,72.8415,7.056245701276569
43,Cust043,2023-07-29,9.985911626677964,200,1,19.023441955311714,72.9278040129532,19.0047,72.8415,9.320184184899434
149,Cust149,2023-07-31,7.903283215009332,200,1,19.07491266227721,72.89091623646601,19.0047,72.8415,9.352218471094377
4,Cust004,2023-07-31,13.690644544089617,200,1,19.11174621332222,72.84734926246033,19.0047,72.8415,11.865225271544332
139,Cust139,2023-07-31,8.533458280088185,200,1,19.05149506780244,72.88163498155996,19.0047,72.8415,6.684542319402412
