OrderID,CustomerID,OrderDate,DeliveryTime(min),TotalOrderValue,ItemsOrdered,DeliveryLocation(Latitude),DeliveryLocation(Longitude),DispatchLocation(Latitude),DispatchLocation(Longitude),DistanceFromRestaurant(KM)
192,Cust192,2023-07-07,3.8165228196456815,180,1,19.026297005810378,72.86049546160224,19.0047,72.8415,3.1168269693773074
97,Cust097,2023-07-07,12.614855935479794,180,1,19.075910108918265,72.91346919282553,19.0047,72.8415,10.932875144082487
79,Cust079,2023-07-08,12.626898342921333,180,1,19.048258698177683,72.92353514381858,19.0047,72.8415,9.89107036862171
144,Cust144,2023-07-09,6.647187116023331,180,1,19.076338976576977,72.8565889229505,19.0047,72.8415,8.08741099116172
45,Cust045,2023-07-10,8.930253376461545,180,1,19.06518486804849,72.86517930171028,19.0047,72.8415,7.144202701169236
177,Cust177,2023-07-10,5.763712155771723,180,1,19.05055994090944,72.88876877558346,19.0047,72.8415,7.108578325451791
105,Cust105,2023-07-10,5.8946358499061615,180,1,19.01865096649742,72.90323409785185,19.0047,72.8415,6.680587296560316
25,Cust025,2023-07-13,12.991521698192573,540,3,19.076004472851206,72.91486678018278,19.0047,72.8415,11.042793443463683
93,Cust093,2023-07-13,4.134802992463513,180,1,19.04004468439695,72.87457361191304,19.0047,72.8415,5.237417123787116
143,Cust143,2023-07-14,13.274281928903696,180,1,19.096806531254558,72.908372064344,19.0047,72.8415,12.38932980031012
171,Cust171,2023-07-15,7.189918466553621,180,1,19.09019519042655,72.84377817845036,19.0047,72.8415,9.466725980962268
21,Cust021,2023-07-17,9.767092614992151,180,1,19.081964742196316,72.86079029568855,19.0047,72.8415,8.790383353492935
78,Cust078,2023-07-17,7.899286649826556,540,3,19.049040820132088,72.91853142122866,19.0047,72.8415,9.479143979791868
55,Cust055,2023-07-19,7.745644692827299,360,2,19.01354946504382,72.897129072062,19.0047,72.8415,5.938327597834263
63,Cust063,2023-07-20,9.068984264962827,180,1,19.0682080459758,72.92780459105283,19.0047,72.8415,11.487380068952916
