OrderID,CustomerID,OrderDate,DeliveryTime(min),TotalOrderValue,ItemsOrdered,DeliveryLocation(Latitude),DeliveryLocation(Longitude),DispatchLocation(Latitude),DispatchLocation(Longitude),DistanceFromRestaurant(KM)
13,Cust013,2023-07-02,7.415527369188568,225,3,19.0621704452847,72.87024891821915,19.0047,72.8415,7.044751000729139
192,Cust192,2023-07-07,3.8165228196456815,75,1,19.026297005810378,72.86049546160224,19.0047,72.8415,3.1168269693773074
97,Cust097,2023-07-07,12.614855935479794,150,2,19.075910108918265,72.91346919282553,19.0047,72.8415,10.932875144082487
17,Cust017,2023-07-08,4.944031859707188,75,1,19.037389424193247,72.85222123325175,19.0047,72.8415,3.790424425775511
45,Cust045,2023-07-10,8.930253376461545,75,1,19.06518486804849,72.86517930171028,19.0047,72.8415,7.144202701169236
177,Cust177,2023-07-10,5.763712155771723,75,1,19.05055994090944,72.88876877558346,19.0047,72.8415,7.108578325451791
92,Cust092,2023-07-11,8.284942669545552,75,1,19.06927383128692,72.8695222236906,19.0047,72.8415,7.732613158242516
25,Cust025,2023-07-13,12.991521698192573,75,1,19.076004472851206,72.91486678018278,19.0047,72.8415,11.042793443463683
134,Cust134,2023-07-14,7.72122127264422,75,1,19.02091128380422,72.92159983066854,19.0047,72.8415,8.622030421119378
21,Cust021,2023-07-17,9.767092614992151,150,2,19.081964742196316,72.86079029568855,19.0047,72.8415,8.790383353492935
55,Cust055,2023-07-19,7.745644692827299,75,1,19.01354946504382,72.897129072062,19.0047,72.8415,5.938327597834263
128,Cust128,2023-07-19,3.250995818775438,150,2,19.018728088200373,72.87436708121193,19.0047,72.8415,3.792828455238012
39,Cust039,2023-07-21,4.0964275527808685,75,1,19.04312279870626,72.8697334969357,19.0047,72.8415,5.188808233522432
83,Cust083,2023-07-21,5.706445352225043,75,1,19.06940280101859,72.85986243028414,19.0047,72.8415,7.418378957892556
22,Cust022,2023-07-21,10.548918521587508,75,1,19.093034439059075,72.8524487181864,19.0047,72.8415,9.845657286815008
111,Cust111,2023-07-22,10.063723658669998,75,1,19.072801510915703,72.90721650359289,19.0047,72.8415,10.231452386314498
89,Cust089,2023-07-24,8.984476198962922,75,1,19.083290469179065,72.89704859674156,19.0047,72.8415,10.481888898790077
197,Cust197,2023-07-28,5.2921842759574265,75,1,19.011451005841277,72.90814230949356,19.0047,72.8415,7.056245701276569
43,Cust043,2023-07-29,9.985911626677964,75,1,19.023441955311714,72.9278040129532,19.0047,72.8415,9.320184184899434
4,Cust004,2023-07-31,13.690644544089617,75,1,19.11174621332222,72.84734926246033,19.0047,72.8415,11.865225271544332
33,Cust033,2023-07-31,3.75993537869268,225,3,19.039885115933853,72.8505911147241,19.0047,72.8415,4.010597737272192
69,Cust069,2023-07-31,11.084769108377316,75,1,19.11478279535006,72.91458241179792,19.0047,72.8415,14.41019984089051
139,Cust139,2023-07-31,8.533458280088185,75,1,19.05149506780244,72.88163498155996,19.0047,72.8415,6.684542319402412
64,Cust064,2023-08-01,3.707289076104909,75,1,19.03933093839633,72.85783821688972,19.0047,72.8415,4.201594286252229
160,Cust160,2023-08-03,11.058804228725757,150,2,19.08173878225726,72.91110699746875,19.0047,72.8415,11.243117632537851
10,Cust010,2023-08-05,7.215758569566144,75,1,19.058797458930584,72.88559282237699,19.0047,72.8415,7.5765464980444515
121,Cust121,2023-08-06,6.345206283317214,75,1,19.01336044769088,72.90513585465303,19.0047,72.8415,6.768220035538362
46,Cust046,2023-08-07,8.903734808450505,75,1,19.025448205673097,72.92612245157565,19.0047,72.8415,9.200525968732189
70,Cust070,2023-08-10,4.674208316670217,75,1,19.04204138582069,72.84893100134325,19.0047,72.8415,4.206787485003195
104,Cust104,2023-08-11,7.399054289525207,75,1,19.0849064565551,72.8405166329239,19.0047,72.8415,8.878865147430249
200,Cust200,2023-08-11,12.815607083532056,150,2,19.11834241394499,72.89731514734868,19.0047,72.8415,13.88357434049306
180,Cust180,2023-08-11,7.910331272145127,150,2,19.01514249578497,72.91455952440582,19.0047,72.8415,7.778492417609375
172,Cust172,2023-08-11,7.995330926096533,75,1,19.06280687639455,72.87487556438835,19.0047,72.8415,7.329053348921821
27,Cust027,2023-08-11,10.857047886750916,75,1,19.103482667104192,72.8558253955935,19.0047,72.8415,11.037998684863432
183,Cust183,2023-08-14,6.137038914697214,75,1,19.055283192108497,72.87732275915421,19.0047,72.8415,6.750742806166937
6,Cust006,2023-08-15,5.954117991748109,75,1,19.04530706746735,72.87090810788654,19.0047,72.8415,5.457941492435766
136,Cust136,2023-08-15,5.326441862657538,75,1,19.02685153470987,72.87562723225761,19.0047,72.8415,4.349927521170323
115,Cust115,2023-08-18,7.1043423829229,150,2,19.032193833718715,72.89871870975085,19.0047,72.8415,6.749125263776755
116,Cust116,2023-08-18,6.480398342867566,75,1,19.03244794667162,72.9071195308614,19.0047,72.8415,7.560464733345494
154,Cust154,2023-08-20,9.217643302387334,75,1,19.08119909902196,72.89961829211967,19.0047,72.8415,10.446662409372312
118,Cust118,2023-08-22,9.075383659631829,75,1,19.06084463146,72.8849100391199,19.0047,72.8415,7.714076110687054
5,Cust005,2023-08-23,12.32792407475928,75,1,19.08856120155218,72.92998118862924,19.0047,72.8415,13.14978567974323
120,Cust120,2023-08-25,1.6977639341418296,75,1,19.02401003098465,72.8437451534827,19.0047,72.8415,2.1505009832463173
